start_position,end_position,chou_fasman,emini,kolaskar_tongaonkar,parker,isoelectric_point,aromaticity,hydrophobicity,stability,target
539,548,1.101,0.972,0.992,3.25,5.621032715,0.085290482,-0.635970334,42.28726823,0
345,354,0.878,2.852,0.981,3.31,5.621032715,0.085290482,-0.635970334,42.28726823,1
189,198,1.035,0.589,1.004,2.07,5.621032715,0.085290482,-0.635970334,42.28726823,0
359,368,1.039,1.103,0.978,3.76,5.621032715,0.085290482,-0.635970334,42.28726823,0
397,406,1.146,2.629,0.969,4.64,5.621032715,0.085290482,-0.635970334,42.28726823,0
513,522,1.062,0.195,1.012,1.12,5.621032715,0.085290482,-0.635970334,42.28726823,0
779,788,0.925,0.819,1.024,3.07,5.621032715,0.085290482,-0.635970334,42.28726823,0
235,244,1.013,0.568,1.002,2.65,5.621032715,0.085290482,-0.635970334,42.28726823,0
665,674,0.939,0.272,0.999,1.42,5.621032715,0.085290482,-0.635970334,42.28726823,0
491,500,1.096,0.761,0.922,3.4,5.621032715,0.085290482,-0.635970334,42.28726823,1
365,374,0.799,1.568,0.984,1.81,5.621032715,0.085290482,-0.635970334,42.28726823,1
617,626,1.031,0.602,1.015,1.93,5.621032715,0.085290482,-0.635970334,42.28726823,0
795,804,0.909,0.38,1,0.55,5.621032715,0.085290482,-0.635970334,42.28726823,1
677,686,0.892,1.068,1.031,3.13,5.621032715,0.085290482,-0.635970334,42.28726823,1
209,218,1.2,0.723,0.946,5.07,5.621032715,0.085290482,-0.635970334,42.28726823,0
613,622,0.916,0.242,1.028,0.21,5.621032715,0.085290482,-0.635970334,42.28726823,0
21,30,0.974,0.062,1.105,-1.77,5.621032715,0.085290482,-0.635970334,42.28726823,0
463,472,0.934,0.655,1.06,-0.64,5.621032715,0.085290482,-0.635970334,42.28726823,0
759,768,1.07,1.834,0.928,4.96,5.621032715,0.085290482,-0.635970334,42.28726823,0
725,734,1.056,0.256,1.074,1.19,5.621032715,0.085290482,-0.635970334,42.28726823,0
117,126,1.027,0.235,1.025,2.55,5.621032715,0.085290482,-0.635970334,42.28726823,0
519,528,0.991,0.453,1.014,2.23,5.621032715,0.085290482,-0.635970334,42.28726823,0
395,404,1.167,0.941,1.016,3.92,5.621032715,0.085290482,-0.635970334,42.28726823,0
171,180,0.882,0.456,1.017,2.6,5.621032715,0.085290482,-0.635970334,42.28726823,0
629,638,0.842,0.161,1.075,-0.08,5.621032715,0.085290482,-0.635970334,42.28726823,0
249,258,0.744,0.088,1.116,-2.19,5.621032715,0.085290482,-0.635970334,42.28726823,0
663,672,0.909,0.1,1.055,-0.86,5.621032715,0.085290482,-0.635970334,42.28726823,0
163,172,0.939,0.419,1.069,2.73,5.621032715,0.085290482,-0.635970334,42.28726823,0
81,90,0.847,1.016,1.005,4.09,5.621032715,0.085290482,-0.635970334,42.28726823,0
77,86,0.793,0.356,1.027,2.72,5.621032715,0.085290482,-0.635970334,42.28726823,0
87,96,0.751,0.549,1.05,1.48,5.621032715,0.085290482,-0.635970334,42.28726823,0
103,112,0.883,0.101,1.036,0,5.621032715,0.085290482,-0.635970334,42.28726823,1
265,274,0.798,0.144,1.119,-1.31,5.621032715,0.085290482,-0.635970334,42.28726823,1
161,170,0.924,0.199,1.108,1.03,5.621032715,0.085290482,-0.635970334,42.28726823,0
693,702,0.917,0.201,1.095,-0.09,5.621032715,0.085290482,-0.635970334,42.28726823,0
583,592,0.984,0.647,1.033,2.12,5.621032715,0.085290482,-0.635970334,42.28726823,0
99,108,0.949,0.375,1.073,0.94,5.621032715,0.085290482,-0.635970334,42.28726823,1
31,40,1.129,0.093,1.031,3.56,5.621032715,0.085290482,-0.635970334,42.28726823,0
565,574,0.833,0.781,1.029,2.58,5.621032715,0.085290482,-0.635970334,42.28726823,0
17,26,0.915,0.061,1.1,0.22,5.621032715,0.085290482,-0.635970334,42.28726823,0
741,750,0.947,0.291,1.02,1.12,5.621032715,0.085290482,-0.635970334,42.28726823,1
651,660,1.139,0.193,1.025,2.21,5.621032715,0.085290482,-0.635970334,42.28726823,1
639,648,1.049,0.379,0.982,0.7,5.621032715,0.085290482,-0.635970334,42.28726823,0
603,612,1.06,0.495,1.019,-0.2,5.621032715,0.085290482,-0.635970334,42.28726823,0
153,162,0.96,0.619,1.059,1.45,5.621032715,0.085290482,-0.635970334,42.28726823,1
269,278,1.008,0.686,0.992,1.39,5.621032715,0.085290482,-0.635970334,42.28726823,1
419,428,1.055,1.529,0.988,2.93,5.621032715,0.085290482,-0.635970334,42.28726823,0
301,310,0.901,2.899,0.982,2.09,5.621032715,0.085290482,-0.635970334,42.28726823,0
471,480,1.074,0.665,0.925,1.77,5.621032715,0.085290482,-0.635970334,42.28726823,0
683,692,1.004,0.722,1.074,1.71,5.621032715,0.085290482,-0.635970334,42.28726823,0
141,150,0.965,0.507,1.046,1.52,5.621032715,0.085290482,-0.635970334,42.28726823,1
761,770,0.951,0.711,0.954,1.95,5.621032715,0.085290482,-0.635970334,42.28726823,0
257,266,0.93,0.616,1.072,0.94,5.621032715,0.085290482,-0.635970334,42.28726823,0
575,584,0.868,0.192,1.103,-0.12,5.621032715,0.085290482,-0.635970334,42.28726823,0
115,124,0.998,0.275,1.04,1.71,5.621032715,0.085290482,-0.635970334,42.28726823,0
107,116,0.949,0.149,1.045,-0.29,5.621032715,0.085290482,-0.635970334,42.28726823,0
445,454,1.016,1.051,0.986,2.71,5.621032715,0.085290482,-0.635970334,42.28726823,0
633,642,1.018,0.502,0.981,-0.38,5.621032715,0.085290482,-0.635970334,42.28726823,0
731,740,1.081,0.812,1.038,1.57,5.621032715,0.085290482,-0.635970334,42.28726823,0
469,478,1.092,0.722,0.95,1.06,5.621032715,0.085290482,-0.635970334,42.28726823,0
465,474,0.995,0.875,1.004,0.04,5.621032715,0.085290482,-0.635970334,42.28726823,0
311,320,1.111,0.99,1.018,2.43,5.621032715,0.085290482,-0.635970334,42.28726823,0
151,160,1.015,1.176,1.05,2.18,5.621032715,0.085290482,-0.635970334,42.28726823,1
181,190,0.95,0.397,1.042,0.09,5.621032715,0.085290482,-0.635970334,42.28726823,0
118,127,1.38,0.069,0.912,4.98,9.270080566,0.060518732,-0.478097983,43.99948127,1
246,255,1.053,0.288,0.992,1.39,5.553649902,0.060240964,-0.50753012,31.72018072,1
214,223,1.006,0.89,0.976,4.21,4.60333252,0.050704225,-1.126338028,48.80211268,0
190,199,1.055,0.49,0.968,1.83,9.86920166,0.038095238,-0.92952381,53.02,1
352,361,1.013,0.821,1.017,2.35,6.428771973,0.051490515,-0.023848238,38.44796748,1
172,181,0.876,0.782,0.967,-0.85,5.488342285,0.070754717,-0.111320755,47.89056604,1
450,459,0.891,0.584,1.072,1.68,5.874084473,0.109120521,-0.15,42.40099349,1
586,595,0.946,1.084,0.989,0.39,5.874084473,0.109120521,-0.15,42.40099349,1
451,460,0.875,0.429,1.104,1.1,5.874084473,0.109120521,-0.15,42.40099349,1
504,513,0.905,1.345,0.979,0.03,5.874084473,0.109120521,-0.15,42.40099349,1
275,284,0.831,1.993,1.009,2.3,5.874084473,0.109120521,-0.15,42.40099349,1
454,463,0.784,0.506,1.114,-0.21,5.874084473,0.109120521,-0.15,42.40099349,1
525,534,1.229,5.047,1.018,2.03,5.874084473,0.109120521,-0.15,42.40099349,1
499,508,0.734,0.934,0.99,0.3,5.874084473,0.109120521,-0.15,42.40099349,0
587,596,0.93,0.797,1.021,-0.19,5.874084473,0.109120521,-0.15,42.40099349,1
503,512,0.809,0.724,1.011,-1.59,5.874084473,0.109120521,-0.15,42.40099349,1
461,470,0.927,0.832,1.006,0.6,5.874084473,0.109120521,-0.15,42.40099349,0
588,597,0.951,0.626,1.046,-0.76,5.874084473,0.109120521,-0.15,42.40099349,1
562,571,0.897,0.395,1.047,-3.7,5.874084473,0.109120521,-0.15,42.40099349,0
453,462,0.845,0.368,1.091,0.15,5.874084473,0.109120521,-0.15,42.40099349,1
152,161,1.196,0.242,1.022,1.84,5.874084473,0.109120521,-0.15,42.40099349,0
589,598,0.987,0.76,1.026,-0.84,5.874084473,0.109120521,-0.15,42.40099349,1
502,511,0.79,0.502,1.02,-2.6,5.874084473,0.109120521,-0.15,42.40099349,1
585,594,0.987,2.191,0.999,1.38,5.874084473,0.109120521,-0.15,42.40099349,1
527,536,1.093,2.85,1.023,1.55,5.874084473,0.109120521,-0.15,42.40099349,1
363,372,1.017,0.915,1.058,0.98,5.874084473,0.109120521,-0.15,42.40099349,1
501,510,0.795,0.956,1.023,-1.03,5.874084473,0.109120521,-0.15,42.40099349,1
507,516,0.867,0.672,0.987,-1.49,5.874084473,0.109120521,-0.15,42.40099349,1
508,517,0.904,1.177,0.953,-0.05,5.874084473,0.109120521,-0.15,42.40099349,0
595,604,0.957,1.056,0.999,0.58,5.874084473,0.109120521,-0.15,42.40099349,1
526,535,1.179,4.362,1.023,1.55,5.874084473,0.109120521,-0.15,42.40099349,1
332,341,1.108,0.345,1.065,1.85,5.874084473,0.109120521,-0.15,42.40099349,0
452,461,0.869,0.368,1.107,-0.03,5.874084473,0.109120521,-0.15,42.40099349,1
505,514,0.899,1.153,0.982,-1.1,5.874084473,0.109120521,-0.15,42.40099349,1
506,515,0.867,0.672,0.987,-1.49,5.874084473,0.109120521,-0.15,42.40099349,1
582,591,0.876,2.777,0.959,0.29,5.874084473,0.109120521,-0.15,42.40099349,1
277,286,0.779,0.616,1.079,0.38,5.874084473,0.109120521,-0.15,42.40099349,1
276,285,0.824,1.627,1.028,1.17,5.874084473,0.109120521,-0.15,42.40099349,1
455,464,0.813,0.981,1.094,0,5.874084473,0.109120521,-0.15,42.40099349,1
590,599,0.993,1.117,1.009,-0.48,5.874084473,0.109120521,-0.15,42.40099349,1
509,518,1,1.177,0.958,0.94,5.874084473,0.109120521,-0.15,42.40099349,0
592,601,1.056,1.511,1.011,1.4,5.874084473,0.109120521,-0.15,42.40099349,1
324,333,0.863,0.132,1.138,-1.94,5.874084473,0.109120521,-0.15,42.40099349,1
593,602,0.973,0.976,1.019,-0.17,5.874084473,0.109120521,-0.15,42.40099349,1
143,152,0.976,0.105,1.094,-1.78,5.874084473,0.109120521,-0.15,42.40099349,1
325,334,0.77,0.073,1.175,-2.96,5.874084473,0.109120521,-0.15,42.40099349,1
596,605,1.011,1.672,1.032,0.81,5.874084473,0.109120521,-0.15,42.40099349,1
41,50,1.008,0.438,1.017,1.83,5.874084473,0.109120521,-0.15,42.40099349,0
511,520,1.089,0.99,0.947,1.92,5.874084473,0.109120521,-0.15,42.40099349,0
591,600,1.054,0.917,0.999,-0.2,5.874084473,0.109120521,-0.15,42.40099349,1
510,519,1.051,1.003,0.957,1.52,5.874084473,0.109120521,-0.15,42.40099349,0
440,449,1.015,1.763,0.945,1.83,8.492492676,0.059158134,-1.129806598,58.79159272,1
70,79,0.972,0.921,1.067,1.49,8.715515137,0.0703125,0.07109375,49.10117187,0
162,171,0.982,1.282,1.089,1.96,8.715515137,0.0703125,0.07109375,49.10117187,0
154,163,0.996,0.256,0.983,0.97,8.715515137,0.0703125,0.07109375,49.10117187,0
34,43,1.041,2.949,1.025,2.11,8.715515137,0.0703125,0.07109375,49.10117187,0
56,65,1.083,0.135,1.074,0.23,8.715515137,0.0703125,0.07109375,49.10117187,0
152,161,1.013,0.082,1.032,-0.23,8.715515137,0.0703125,0.07109375,49.10117187,0
72,81,0.92,0.41,1.114,-0.22,8.715515137,0.0703125,0.07109375,49.10117187,0
182,191,0.989,0.156,1.118,0.25,8.715515137,0.0703125,0.07109375,49.10117187,0
164,173,0.954,1.332,1.082,1.4,8.715515137,0.0703125,0.07109375,49.10117187,0
172,181,0.751,0.185,1.103,-1.35,8.715515137,0.0703125,0.07109375,49.10117187,0
94,103,0.932,1.729,1.051,2.49,8.715515137,0.0703125,0.07109375,49.10117187,0
180,189,0.999,0.182,1.089,-0.3,8.715515137,0.0703125,0.07109375,49.10117187,0
106,115,1.088,3.425,0.954,2.63,8.715515137,0.0703125,0.07109375,49.10117187,0
100,109,0.898,0.26,1.084,-0.64,8.715515137,0.0703125,0.07109375,49.10117187,0
190,199,0.941,0.361,1.072,0.45,8.715515137,0.0703125,0.07109375,49.10117187,0
86,95,1.038,2.682,0.991,3.85,8.715515137,0.0703125,0.07109375,49.10117187,0
30,39,1.13,2.809,0.984,4.43,8.715515137,0.0703125,0.07109375,49.10117187,0
158,167,1.134,0.995,1.023,3.24,8.715515137,0.0703125,0.07109375,49.10117187,0
52,61,1.087,0.086,1.055,0.59,8.715515137,0.0703125,0.07109375,49.10117187,0
58,67,0.917,0.155,1.109,-1.77,8.715515137,0.0703125,0.07109375,49.10117187,0
156,165,1.168,0.663,0.987,2.39,8.715515137,0.0703125,0.07109375,49.10117187,0
32,41,1.084,6.95,1.031,3.31,8.715515137,0.0703125,0.07109375,49.10117187,0
54,63,1.035,0.137,1.084,-0.21,8.715515137,0.0703125,0.07109375,49.10117187,0
148,157,1.001,0.195,1.022,0.48,8.715515137,0.0703125,0.07109375,49.10117187,0
88,97,1.01,6.704,0.99,4.19,8.715515137,0.0703125,0.07109375,49.10117187,0
62,71,0.882,0.377,1.105,0.01,8.715515137,0.0703125,0.07109375,49.10117187,0
76,85,0.816,0.207,1.153,-1.82,8.715515137,0.0703125,0.07109375,49.10117187,0
122,131,1.066,0.629,1.061,1.03,8.715515137,0.0703125,0.07109375,49.10117187,0
28,37,0.989,0.557,1.049,2.19,8.715515137,0.0703125,0.07109375,49.10117187,0
60,69,0.827,0.159,1.128,-2.13,8.715515137,0.0703125,0.07109375,49.10117187,0
120,129,0.982,0.387,1.085,-0.54,8.715515137,0.0703125,0.07109375,49.10117187,0
170,179,0.788,0.352,1.111,0.17,8.715515137,0.0703125,0.07109375,49.10117187,0
124,133,1.13,0.701,1.052,2.09,8.715515137,0.0703125,0.07109375,49.10117187,0
80,89,0.897,0.123,1.124,-0.56,8.715515137,0.0703125,0.07109375,49.10117187,0
42,51,1.045,1.15,0.958,1.6,8.715515137,0.0703125,0.07109375,49.10117187,0
186,195,0.971,0.838,1.046,0.89,8.715515137,0.0703125,0.07109375,49.10117187,0
108,117,1.184,6.362,0.923,4.25,8.715515137,0.0703125,0.07109375,49.10117187,0
50,59,1.289,0.371,0.999,3.22,8.715515137,0.0703125,0.07109375,49.10117187,0
174,183,0.832,0.136,1.121,-0.65,8.715515137,0.0703125,0.07109375,49.10117187,0
82,91,0.933,0.293,1.087,0.78,8.715515137,0.0703125,0.07109375,49.10117187,0
166,175,0.862,0.616,1.105,0.52,8.715515137,0.0703125,0.07109375,49.10117187,0
184,193,1.022,0.45,1.083,0.32,8.715515137,0.0703125,0.07109375,49.10117187,0
36,45,1.079,1.863,1.043,1.03,8.715515137,0.0703125,0.07109375,49.10117187,0
140,149,1.197,4.038,1.047,3.84,8.715515137,0.0703125,0.07109375,49.10117187,0
40,49,1.003,1.12,0.996,0.71,8.715515137,0.0703125,0.07109375,49.10117187,0
142,151,1.141,3.769,1.031,4.15,8.715515137,0.0703125,0.07109375,49.10117187,0
98,107,0.779,0.237,1.141,-1.23,8.715515137,0.0703125,0.07109375,49.10117187,0
138,147,1.103,4.283,1.075,2.74,8.715515137,0.0703125,0.07109375,49.10117187,0
46,55,1.171,1.626,0.951,2.59,8.715515137,0.0703125,0.07109375,49.10117187,0
144,153,1.075,0.576,1.109,1.77,8.715515137,0.0703125,0.07109375,49.10117187,0
78,87,0.839,0.191,1.125,-0.45,8.715515137,0.0703125,0.07109375,49.10117187,0
104,113,0.979,1.369,1.023,1.59,8.715515137,0.0703125,0.07109375,49.10117187,0
168,177,0.79,0.422,1.121,0.25,8.715515137,0.0703125,0.07109375,49.10117187,0
74,83,0.948,1.107,1.063,0.89,8.715515137,0.0703125,0.07109375,49.10117187,0
48,57,1.288,0.503,0.996,3.12,8.715515137,0.0703125,0.07109375,49.10117187,0
64,73,0.813,0.079,1.154,-1.19,8.715515137,0.0703125,0.07109375,49.10117187,0
44,53,1.218,1.525,0.958,3.03,8.715515137,0.0703125,0.07109375,49.10117187,0
38,47,0.99,1.517,1.01,0.79,8.715515137,0.0703125,0.07109375,49.10117187,0
68,77,0.941,0.396,1.076,1.2,8.715515137,0.0703125,0.07109375,49.10117187,0
150,159,1.001,0.281,0.999,0.69,8.715515137,0.0703125,0.07109375,49.10117187,0
92,101,1.01,5.763,0.999,3.77,8.715515137,0.0703125,0.07109375,49.10117187,0
96,105,0.854,0.83,1.099,1.73,8.715515137,0.0703125,0.07109375,49.10117187,0
176,185,0.873,0.239,1.122,-0.56,8.715515137,0.0703125,0.07109375,49.10117187,0
102,111,0.955,0.587,1.076,0.44,8.715515137,0.0703125,0.07109375,49.10117187,0
160,169,1.031,0.66,1.088,2.48,8.715515137,0.0703125,0.07109375,49.10117187,0
84,93,0.921,0.613,1.063,1.57,8.715515137,0.0703125,0.07109375,49.10117187,0
66,75,0.851,0.223,1.118,0.5,8.715515137,0.0703125,0.07109375,49.10117187,0
146,155,0.951,0.215,1.09,0.75,8.715515137,0.0703125,0.07109375,49.10117187,0
90,99,0.952,7.22,1.014,4.09,8.715515137,0.0703125,0.07109375,49.10117187,0
178,187,0.93,0.252,1.086,-0.81,8.715515137,0.0703125,0.07109375,49.10117187,0
88,97,1.078,0.797,1.048,2.32,4.710632324,0.113475177,0.028368794,35.37836879,1
74,83,1.152,7.654,0.936,6.57,11.27557373,0.083832335,-1.048502994,42.28922156,1
79,88,1.024,0.488,1.055,2.49,11.27557373,0.083832335,-1.048502994,42.28922156,1
111,120,1.018,1.345,1.01,3.21,5.527160645,0.04737516,-0.17503201,41.63919334,1
131,140,1.068,3.67,0.976,4.55,4.665710449,0.042857143,-0.402857143,25.46285714,1
257,266,1.093,0.227,1.045,2.08,9.20489502,0.050347222,-0.719618056,50.16232639,1
661,670,0.896,0.169,1.029,0.12,6.740539551,0.1,-0.704125,33.181625,0
361,370,1.044,0.28,1.04,0.76,6.740539551,0.1,-0.704125,33.181625,1
689,698,0.85,0.942,1.025,2.96,6.740539551,0.1,-0.704125,33.181625,0
301,310,0.926,0.175,1.074,0.99,6.740539551,0.1,-0.704125,33.181625,1
33,42,1.024,1.586,0.942,4.24,6.740539551,0.1,-0.704125,33.181625,0
261,270,0.989,0.922,0.946,1.52,6.740539551,0.1,-0.704125,33.181625,1
319,328,0.826,0.246,1.038,-1.12,6.740539551,0.1,-0.704125,33.181625,0
379,388,0.993,0.907,0.968,3.59,6.740539551,0.1,-0.704125,33.181625,0
563,572,1.105,0.355,1.014,2.78,6.740539551,0.1,-0.704125,33.181625,1
641,650,0.934,0.364,1.002,0.45,6.740539551,0.1,-0.704125,33.181625,0
313,322,0.815,0.553,1.007,1.12,6.740539551,0.1,-0.704125,33.181625,0
201,210,1.191,0.527,1.009,3.19,6.740539551,0.1,-0.704125,33.181625,0
77,86,0.948,0.952,1.027,2.25,6.740539551,0.1,-0.704125,33.181625,0
185,194,1.096,0.905,0.996,2.15,6.740539551,0.1,-0.704125,33.181625,0
493,502,0.906,0.118,1.082,-0.88,6.740539551,0.1,-0.704125,33.181625,1
207,216,0.901,0.654,1.029,0.49,6.740539551,0.1,-0.704125,33.181625,0
119,128,1.03,1.953,0.922,4.57,6.740539551,0.1,-0.704125,33.181625,1
369,378,1.056,1.174,1.025,2.93,6.740539551,0.1,-0.704125,33.181625,0
263,272,0.904,0.843,0.943,0.96,6.740539551,0.1,-0.704125,33.181625,0
427,436,1.08,1.468,1.005,1.97,6.740539551,0.1,-0.704125,33.181625,0
189,198,0.997,0.38,1.024,0.35,6.740539551,0.1,-0.704125,33.181625,1
647,656,1.008,0.82,0.975,2.7,6.740539551,0.1,-0.704125,33.181625,0
367,376,1.143,2.378,0.986,4.85,6.740539551,0.1,-0.704125,33.181625,1
291,300,0.975,0.767,0.998,2.82,6.740539551,0.1,-0.704125,33.181625,0
681,690,1.139,1.788,0.935,5.43,6.740539551,0.1,-0.704125,33.181625,0
61,70,1.028,0.593,0.991,2.83,6.740539551,0.1,-0.704125,33.181625,0
543,552,1.192,0.823,0.943,3.26,6.740539551,0.1,-0.704125,33.181625,0
573,582,1.067,0.688,1.003,4.64,6.740539551,0.1,-0.704125,33.181625,0
491,500,1.011,0.26,1.069,0.33,6.740539551,0.1,-0.704125,33.181625,1
623,632,1.115,1.449,1.051,0.17,6.740539551,0.1,-0.704125,33.181625,0
703,712,1.097,0.566,1.016,1.37,6.740539551,0.1,-0.704125,33.181625,0
123,132,1.158,2.552,0.878,5.4,6.740539551,0.1,-0.704125,33.181625,0
411,420,0.847,0.264,0.994,0.74,6.740539551,0.1,-0.704125,33.181625,0
687,696,0.871,1.994,0.997,3.41,6.740539551,0.1,-0.704125,33.181625,0
601,610,0.823,0.346,0.953,-0.71,6.740539551,0.1,-0.704125,33.181625,0
191,200,0.901,0.163,1.057,-1.13,6.740539551,0.1,-0.704125,33.181625,1
585,594,0.944,1.083,0.952,2.18,6.740539551,0.1,-0.704125,33.181625,1
443,452,1.025,1.707,0.91,4.09,6.740539551,0.1,-0.704125,33.181625,0
599,608,0.919,0.346,0.958,0.28,6.740539551,0.1,-0.704125,33.181625,0
395,404,0.967,0.352,0.993,1.53,6.740539551,0.1,-0.704125,33.181625,1
459,468,0.914,0.347,1,2.27,6.740539551,0.1,-0.704125,33.181625,0
393,402,0.976,0.502,0.97,2.87,6.740539551,0.1,-0.704125,33.181625,1
113,122,0.923,1.78,0.998,3.53,6.740539551,0.1,-0.704125,33.181625,0
425,434,1.068,1.248,0.995,2.09,6.740539551,0.1,-0.704125,33.181625,0
731,740,0.903,0.918,1.015,2.56,6.740539551,0.1,-0.704125,33.181625,0
397,406,0.942,0.283,1.032,0.26,6.740539551,0.1,-0.704125,33.181625,1
103,112,0.839,0.136,1.068,-0.7,6.740539551,0.1,-0.704125,33.181625,1
95,104,0.944,0.207,1.003,1.42,6.740539551,0.1,-0.704125,33.181625,0
299,308,0.875,0.226,1.061,1.35,6.740539551,0.1,-0.704125,33.181625,0
289,298,0.975,0.767,0.997,2.82,6.740539551,0.1,-0.704125,33.181625,0
55,64,1.003,2.503,0.939,3.9,6.740539551,0.1,-0.704125,33.181625,0
57,66,1.043,0.959,0.963,2.33,6.740539551,0.1,-0.704125,33.181625,0
467,476,0.909,0.687,0.958,0.86,6.740539551,0.1,-0.704125,33.181625,0
381,390,1.121,3.241,0.918,4.97,6.740539551,0.1,-0.704125,33.181625,0
277,286,0.917,2.06,0.977,3.63,6.740539551,0.1,-0.704125,33.181625,0
715,724,0.864,1.447,0.979,1.46,6.740539551,0.1,-0.704125,33.181625,0
133,142,0.851,0.28,1.074,0.26,6.740539551,0.1,-0.704125,33.181625,1
99,108,0.982,0.265,0.988,1.39,6.740539551,0.1,-0.704125,33.181625,0
219,228,1.085,0.624,0.954,2.58,6.740539551,0.1,-0.704125,33.181625,0
321,330,0.912,0.376,1.038,-1.12,6.740539551,0.1,-0.704125,33.181625,0
609,618,0.919,0.774,0.913,2.2,6.740539551,0.1,-0.704125,33.181625,0
415,424,0.998,0.422,0.972,1.81,6.740539551,0.1,-0.704125,33.181625,0
449,458,1.02,4.307,0.958,4.66,6.740539551,0.1,-0.704125,33.181625,0
733,742,0.895,0.535,1.036,1.99,6.740539551,0.1,-0.704125,33.181625,0
539,548,1.16,4.622,0.922,5.81,6.740539551,0.1,-0.704125,33.181625,0
281,290,0.933,1.611,0.986,3.98,6.740539551,0.1,-0.704125,33.181625,0
791,800,0.798,0.523,1.022,1.41,6.740539551,0.1,-0.704125,33.181625,0
475,484,0.837,0.186,1.032,2.08,6.740539551,0.1,-0.704125,33.181625,0
21,30,0.887,0.15,1.042,1.23,6.740539551,0.1,-0.704125,33.181625,0
495,504,0.822,0.104,1.071,-0.98,6.740539551,0.1,-0.704125,33.181625,1
249,258,0.893,0.44,1.046,1.14,6.740539551,0.1,-0.704125,33.181625,0
137,146,0.81,0.423,1.032,0.07,6.740539551,0.1,-0.704125,33.181625,0
143,152,0.913,3.577,0.968,2.58,6.740539551,0.1,-0.704125,33.181625,0
229,238,0.825,0.499,0.992,0.39,6.740539551,0.1,-0.704125,33.181625,0
663,672,0.946,0.371,1.012,-0.03,6.740539551,0.1,-0.704125,33.181625,0
59,68,1.019,0.411,1.017,1.18,6.740539551,0.1,-0.704125,33.181625,1
315,324,0.855,0.761,0.983,1.13,6.740539551,0.1,-0.704125,33.181625,0
773,782,0.867,0.351,1.074,-2.35,6.740539551,0.1,-0.704125,33.181625,0
469,478,0.86,0.198,0.969,-0.7,6.740539551,0.1,-0.704125,33.181625,0
237,246,0.85,0.11,1.079,-1.15,6.740539551,0.1,-0.704125,33.181625,0
749,758,0.9,1.022,1.001,0.76,6.740539551,0.1,-0.704125,33.181625,0
723,732,0.913,0.301,1.001,0.57,6.740539551,0.1,-0.704125,33.181625,0
11,20,0.811,0.021,1.141,-3.7,6.740539551,0.1,-0.704125,33.181625,0
241,250,0.885,0.115,1.1,-2.34,6.740539551,0.1,-0.704125,33.181625,0
245,254,1.045,0.819,1.049,0.48,6.740539551,0.1,-0.704125,33.181625,0
71,80,0.933,0.802,0.975,2.05,6.740539551,0.1,-0.704125,33.181625,1
141,150,0.863,1.394,0.997,1.64,6.740539551,0.1,-0.704125,33.181625,0
683,692,1.025,2.766,0.925,5.13,6.740539551,0.1,-0.704125,33.181625,0
275,284,0.958,0.51,0.995,1.93,6.740539551,0.1,-0.704125,33.181625,0
571,580,1.135,0.233,0.989,4.18,6.740539551,0.1,-0.704125,33.181625,0
101,110,1.042,0.217,0.98,1.73,6.740539551,0.1,-0.704125,33.181625,0
537,546,1.111,2.245,0.946,4.49,6.740539551,0.1,-0.704125,33.181625,0
417,426,0.889,0.184,1.009,0.31,6.740539551,0.1,-0.704125,33.181625,0
725,734,0.988,0.494,0.967,2.55,6.740539551,0.1,-0.704125,33.181625,0
621,630,1.115,1.366,1.014,0.85,6.740539551,0.1,-0.704125,33.181625,0
399,408,0.975,0.261,1.067,-0.43,6.740539551,0.1,-0.704125,33.181625,0
429,438,1.077,1.178,1.02,1.62,6.740539551,0.1,-0.704125,33.181625,0
383,392,1.089,0.947,0.946,3.34,6.740539551,0.1,-0.704125,33.181625,0
375,384,1.014,0.483,1.003,3.31,6.740539551,0.1,-0.704125,33.181625,0
547,556,1.063,0.757,0.95,1.87,6.740539551,0.1,-0.704125,33.181625,0
287,296,0.924,0.285,1.043,1.88,6.740539551,0.1,-0.704125,33.181625,0
483,492,0.999,0.282,1.075,0.68,6.740539551,0.1,-0.704125,33.181625,0
677,686,1.259,1.358,0.976,5.37,6.740539551,0.1,-0.704125,33.181625,0
699,708,1.211,0.731,1.034,2.29,6.740539551,0.1,-0.704125,33.181625,0
311,320,0.843,0.532,1.014,1.68,6.740539551,0.1,-0.704125,33.181625,0
239,248,0.92,0.181,1.101,-1.21,6.740539551,0.1,-0.704125,33.181625,0
351,360,1.238,0.461,1.001,3.06,6.740539551,0.1,-0.704125,33.181625,0
577,586,1.029,1.942,0.919,5.02,6.740539551,0.1,-0.704125,33.181625,0
407,416,0.834,1.014,0.989,1.6,6.740539551,0.1,-0.704125,33.181625,0
253,262,0.86,0.393,1.091,-0.05,6.740539551,0.1,-0.704125,33.181625,0
37,46,1.067,2.515,0.964,3.86,6.740539551,0.1,-0.704125,33.181625,1
697,706,1.115,0.382,1.048,0.84,6.740539551,0.1,-0.704125,33.181625,0
741,750,0.982,1.073,1.026,0.97,6.740539551,0.1,-0.704125,33.181625,0
635,644,0.979,0.32,1.009,1.46,6.740539551,0.1,-0.704125,33.181625,0
225,234,0.893,0.176,1,-0.49,6.740539551,0.1,-0.704125,33.181625,0
109,118,0.803,0.399,1.065,0.93,6.740539551,0.1,-0.704125,33.181625,1
